collection_id,title,alternative1,alternative2,creator,contributor,contributor,contributor,contributor,contributor,contributor,contributor,contributor,subject,subject,subject,subject,subject,publicsher,date,format,identifier,language,right,description,degree,owner,update_at,created_at
2,การพัฒนาคู่มือฝึกอบรมทรัพยากรธรรมชาติและสิ่งแวดล้อมอาเซียน,,,น้ำทิพย์ คำแร่,,,,,,,,,ทรัพยากรธรรมชาติ --ไทย --มหาสารคาม --วิจัย,สิ่งแวดล้อม --การฝึกอบรม --วิจัย,สิ่งแวดล้อม --ไทย --มหาสารคาม --วิจัย,,,มหาวิทยาลัยมหาสารคาม,2558,pdf,https://khoon.msu.ac.th/_dir/fulltext/2026/07/Namtip_Cumrae58.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัย งบประมาณรายได้ ประจำปีงบประมาณ 2559 มหาวิทยาลัยมหาสารคาม,,,,
2,การศึกษาการใช้ฐานข้อมูลออนไลน์ของคณาจารย์มหาวิทยาลัยมหาสารคาม,The Study of the online databases using of the lecturers at Mahasarakham University,,น้ำลิน เทียมแก้ว,ศุจินันท์ กาศลุน,,,,,,,,อาจารย์มหาวิทยาลัย --วิจัย.,มหาวิทยาลัยมหาสารคาม --อาจารย์ --วิจัย,ฐานข้อมูลแบบออนไลน์ --ไทย --มหาสารคาม --วิจัย,,,มหาวิทยาลัยมหาสารคาม,2554,pdf,http://khoon.msu.ac.th/_dir/fulltext/fulltextman/full2/D7namlin5427/titlepage.pdf,tha,มหาวิทยาลัยมหาสารคาม,,,,,
2,"เซตปิดแบบ (T1,T2) วางนัยทั่วไปปรกติ","On regular generalized (T1,T2)-closed sets",,นิภาพร ชุติมันต์,ชวลิต บุญปก,สุพรรณี สมพงษ์,,,,,,,คณิตศาสตร์ --วิจัย,เซต --วิจัย,ทอพอโลยี --วิจัย,,,มหาวิทยาลัยมหาสารคาม,2567,pdf,https://khoon.msu.ac.th/_dir/fulltext/2026/02/Nipaporn_Chutiman67.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัย งบประมาณเงินรายได้ ประจำปีงบประมาณ 2567 มหาวิทยาลัยมหาสารคาม,,,,
2,สัจพจน์การแยกกันได้บางอย่างในปริภูมิเชิงไบทอพอโลยี,,,นิภาพร ชุติมันต์,ชวลิต บุญปก,สุพรรณี สมพงษ์,,,,,,,ทฤษฎีเซตเชิงสัจพจน์ --วิจัย,ทอพอโลยี --วิจัย,ปริภูมิ --วิจัย,,,มหาวิทยาลัยมหาสารคาม,2567,pdf,https://khoon.msu.ac.th/_dir/fulltext/2026/02/nipaporn_chutiman2567.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัย งบประมาณเงินรายได้ ประจำปีงบประมาณ 2567 มหาวิทยาลัยมหาสารคาม,,,,
2,การศึกษาภูมิปัญญาผ้าทอพื้นบ้านอีสาน,The study of E-san wisdom fabrics,,นิ่มนวล จันทรุญ,,,,,,,,,การทอผ้า --วิจัย,การทอผ้า --ไทย (ภาคตะวันออกเฉียงเหนือ) --วิจัย,ภูมิปัญญาชาวบ้าน --ไทย (ภาคตะวันออกเฉียงเหนือ) --วิจัย,,,มหาวิทยาลัยมหาสารคาม,2559,pdf,https://khoon.msu.ac.th/_dir/fulltext/2025/09/Nimnuan_Chantharun59.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัย งบประมาณเงินรายได้ ประจำปีงบประมาณ 2559 มหาวิทยาลัยมหาสารคาม,,,,
2,การศึกษาภูมิปัญญาการทำน้ำด่างก่อหม้อคราม ,The wisdom of making alkaline water for make indigo,,นิ่มนวล จันทรุญ,อัจฉรี จันทมูล,,,,,,,,คราม --วิจัย,ด่าง --วิจัย,สีคราม --วิจัย,สีย้อมจากพืช --วิจัย,สีย้อมและการย้อมสี --วิจัย,มหาวิทยาลัยมหาสารคาม,2560,pdf,https://khoon.msu.ac.th/_dir/fulltext/2025/08/nimnuan_chantharun60.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับทุนอุดหนุนจากงบประมาณรายได้ 2560 มหาวิทยาลัยมหาสารคาม,,,,
2,ฤทธิ์ต้านการอักเสบและต้านอนุมูลอิสระของสารสกัดจากใบเพกาในเซลล์ไมโครเกลียที่ถูกกระตุ้นด้วยสารไลโพโพลิแซคคาไรด์ (โมเดลขบวนการอักเสบในสมองของโรคอัลไซเมอร์),Anti-inflammatory and anti-free radical effects of Oroxylum indicum leaf extract in activated microglia induced by lipopolysaccharide: model of neuroinflammation in Alzheimer's disease,,นุชนาถ ไหมหรือ,,,,,,,,,พืชสมุนไพร --การใช้รักษา --วิจัย,ไมโครเกลีย --วิจัย,โรคอัลไซเมอร์ --วิจัย,สมองอักเสบ --วิจัย,สารสกัดจากพืช --วิจัย,มหาวิทยาลัยมหาสารคาม,2567,pdf,https://khoon.msu.ac.th/_dir/fulltext/2026/02/Nootchanat_Mairuae67.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัย งบประมาณเงินรายได้ ประจำปีงบประมาณ 2567 มหาวิทยาลัยมหาสารคาม,,,,
2,ผลของสารสกัดหยาบจากพืชชอบเค็ม หนามพุงดอ หนามแดง และขลู่ ต่อการปรับเปลี่ยนการทำงานของเซลล์แมโครฟาจ,"Effect of crude extracts from halophytes Azima sarmentosa, Maytenus mekongensis and Pluchea indica on human macrophage activity modulation",,นุชสุภา สุนทมาลา,นีรนุช แสนกล้า,,,,,,,,เคมีวิเคราะห์ --วิจัย,สารพฤกษเคมี --วิจัย,สารสกัดจากพืช --วิจัย,,,มหาวิทยาลัยมหาสารคาม,2564,pdf,https://khoon.msu.ac.th/_dir/fulltext/2025/09/Nuchsupa_Suntamala64.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัยงบประมาณเงินรายได้ประจำปีงบประมาณ 2564 มหาวิทยาลัยมหาสารคาม,,,,
2,ศักยภาพของสารประกอบเคอร์คิวบิท[n]ยูริลและไซโคลเด็กซ์ทรินในการนำส่งยา,The potential of cucurbit[n]urils and cyclodextrins in drug delivery: A theoretical investigation,,บรรจบ วันโน,,,,,,,,,เคมีวิเคราะห์ --วิจัย,ไซโคลเดกซตริน --วิจัย,ตัวนำยา --วิจัย,ระบบนำส่งยา --วิจัย,สารประกอบเชิงซ้อน --วิจัย,มหาวิทยาลัยมหาสารคาม,2564,pdf,https://khoon.msu.ac.th/_dir/fulltext/2026/02/Banchob_Wanno64.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัย งบประมาณรายได้ ประจำปีงบประมาณ 2564 มหาวิทยาลัยมหาสารคาม,,,,
2,ปัจจัยที่มีอิทธิพลต่อการทำงานต่ำระดับของประเทศไทย,The Influence factors for the underemployment in Thailand,,บังอร กุมพล,กัญญาวีณ์ สร้อยแก้ว,,,,,,,,การทำงานต่ำระดับ --วิจัย,การทำงานต่ำระดับ --ไทย --วิจัย,อุปทานแรงงาน --วิจัย,,,มหาวิทยาลัยมหาสารคาม,2561,pdf,https://khoon.msu.ac.th/_dir/fulltext/2025/07/Bungon_Kumphon62.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัย งบประมาณรายได้ ประจำปีงบประมาณ 2562 มหาวิทยาลัยมหาสารคาม,,,,
2,การพัฒนาคู่มือฝึกอบรมทรัพยากรธรรมชาติและสิ่งแวดล้อมอาเซียน : ราชอาณาจักรกัมพูชา,,,บัญญัติ สาลี,อรทัย ผิวขาว,,,,,,,,ทรัพยากรธรรมชาติ --กัมพูชา --วิจัย,สิ่งแวดล้อม --การฝึกอบรม --วิจัย,สิ่งแวดล้อมศึกษา --กัมพูชา --วิจัย,,,มหาวิทยาลัยมหาสารคาม,2558,pdf,https://khoon.msu.ac.th/_dir/fulltext/2026/07/Banyat _Sali58.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัย งบประมาณเงินรายได้ ประจำปีงบประมาณ 2559 มหาวิทยาลัยมหาสารคาม,,,,
2,ฤทธิ์ของติ้วขาวต่อการเจริญเติบโตและการตายของเซลล์มะเร็งปากมดลูก,,,เบญจพร บุราณรัตน์,,,,,,,,,ติ้วขาว --วิจัย,มะเร็ง --การรักษา --วิจัย,สมุนไพร --การใช้รักษา --วิจัย,สารสกัดจากพืช --วิจัย,,มหาวิทยาลัยมหาสารคาม,2565,pdf,https://khoon.msu.ac.th/_dir/fulltext/2025/09/Benjaporn_Buranrat65.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัย งบประมาณเงินรายได้ ประจำปีงบประมาณ 2564 มหาวิทยาลัยมหาสารคาม,,,,
2,ไฟซีตินต่อการเจริญเติบโตและการตายของเซลล์มะเร็งเต้านมและเซลล์มะเร็งปากมดลูก,,,เบญจพร บุราณรัตน์,,,,,,,,,เซลล์มะเร็ง --การเคลื่อนไหวเอง --วิจัย,เต้านม --มะเร็ง --วิจัย,ปากมดลูก --มะเร็ง --วิจัย,ฟลาโวนอยส์ --วิจัย,,มหาวิทยาลัยมหาสารคาม,2565,pdf,https://khoon.msu.ac.th/_dir/fulltext/2025/09/Benjaporn65.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัย งบประมาณเงินรายได้ ประจำปีงบประมาณ 2564 มหาวิทยาลัยมหาสารคาม,,,,
2,ฤทธิ์ของกระโดนต่อการตายของเซลล์มะเร็งปากมดลูกแบบอะพอพโตซิส,,,เบญจพร บุราณรัตน์,,,,,,,,,กระโดน --วิจัย,ปากมดลูก --มะเร็ง --วิจัย,พืชสมุนไพร --วิจัย,สารสกัดจากพืช --วิจัย,,มหาวิทยาลัยมหาสารคาม,2565,pdf,https://khoon.msu.ac.th/_dir/fulltext/2025/09/benjaporn buranrat.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัย งบประมาณเงินรายได้ ประจำปีงบประมาณ 2564 มหาวิทยาลัยมหาสารคาม,,,,
2,การคำนวณค่าฟิเกอร์ออฟเมอริทของทรานซิสเตอร์อิเล็กตรอนเดี่ยว,Calculation figure of merit of single electron transistor,,ประธาน ศรีวิไล,เฉลิมวงศ์ ดอกประทุม,,,,,,,,ทรานซิสเตอร์ --วิจัย,ทฤษฎีควอนตัม --วิจัย,,,,มหาวิทยาลัยมหาสารคาม,2560,pdf,https://khoon.msu.ac.th/_dir/fulltext/2026/04/Prathan_Srivilai60.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัยงบประมาณรายได้ ประจำปีงบประมาณ 2560 มหาวิทยาลัยมหาสารคาม,,,,
2,การพัฒนาฐานข้อมูลดรรชนีวารสาร สำนักวิทยบริการ มหาวิทยาลัยมหาสารคาม,The Development of periodical index database for Academic resource center at Mahasarakham University,,ประนอม นามษร,,,,,,,,,ระบบการจัดเก็บและค้นข้อสนเทศ --วิจัย,การทำดัชนี --วิจัย,ฐานข้อมูล --วิจัย,ดัชนี --ฐานข้อมูล --วิจัย,,มหาวิทยาลัยมหาสารคาม,2552,pdf,http://khoon.msu.ac.th/_dir/fulltext/fulltextman/full2/pranom5482/titlepage.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัยงบประมาณแผ่นดิน ประจำปีงบประมาณ 2552 มหาวิทยาลัยมหาสารคาม,,,,
2,การสำรวจความต้องการและปัญหาการขอตำแหน่งทางวิชาการพนักงานสายวิชาการ มหาวิทยาลัยมหาสารคาม,,,ประภัสสร จรัสอรุณฉาย,,,,,,,,,อาจารย์มหาวิทยาลัย --การคัดเลือกและการแต่งตั้ง --วิจัย,อาจารย์มหาวิทยาลัย --การเลื่อนขั้น --วิจัย,อาจารย์มหาวิทยาลัย --ตำแหน่ง --วิจัย,,,มหาวิทยาลัยมหาสารคาม,2553,pdf,https://khoon.msu.ac.th/_dir/fulltext/2025/07/prapatsom_charatarunchy.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัยจากงบประมาณเงินแผ่นดิน ประจำปีงบประมาณ 2552 มหาวิทยาลัยมหาสารคาม,,,,
2,ผลการจัดกิจกรรมการเรียนการสอนสิ่งแวดล้อมศึกษาแบบบูรณาการโดยใช้ชุมชนเป็นฐานและการเรียนรู้เชิงปฏิบัติการ,The Effect of integrated environmental education instructional activities by using community based learning and active learning,,ประยูร วงศ์จันทรา,วุฒิศักดิ์ บุญแน่น,สุภารัตน์ อ่อนก้อน,,,,,,,สิ่งแวดล้อม --วิจัย,สิ่งแวดล้อมศึกษา --การศึกษาและการสอน (อุดมศึกษา) --วิจัย,สิ่งแวดล้อมศึกษา --กิจกรรมการเรียนการสอน --วิจัย,,,มหาวิทยาลัยมหาสารคาม,2564,pdf,https://khoon.msu.ac.th/_dir/fulltext/2025/09/prayoon_wongchantra64.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัย งบประมาณเงินรายได้ ประจำปีงบประมาณ 2564 มหาวิทยาลัยมหาสารคาม,,,,
2,ผลการพัฒนากิจกรรมการเรียนรู้สิ่งแวดล้อมศึกษาเพื่อการพัฒนาสิ่งแวดล้อมและอาชีวอนามัยในโรงเรียน,The effect of environmental education activities for the developing environment and occupational health in school,,ประยูร วงศ์จันทรา,วรวัตต์ ชาญวิรัตน์,วุฒิศักดิ์ บุญแน่น,,,,,,,สิ่งแวดล้อม --การศึกษาและการสอน (มัธยมศึกษา) --วิจัย,สิ่งแวดล้อมศึกษา --กิจกรรมการเรียนการสอน --วิจัย,อาชีวอนามัย --นักเรียน --วิจัย,,,มหาวิทยาลัยมหาสารคาม,2564,pdf,https://khoon.msu.ac.th/_dir/fulltext/2025/09/Prayoon 64.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัย งบประมาณเงินรายได้ ประจำปีงบประมาณ 2564 มหาวิทยาลัยมหาสารคาม,,,,
2,การพัฒนาการจัดการด้านโครงสร้างพื้นฐาน พลังงาน ของเสีย น้ำ การขนส่ง และการศึกษา,"The effect of training course development of green university management in campus, energy, waste, water, transportation and education",,ประยูร วงศ์จันทรา,อาริยา วงษ์พิมพ์สร,,,,,,,,การจัดการสิ่งแวดล้อม --วิจัย,การฝึกอบรม --วิจัย,การพิทักษ์สิ่งแวดล้อม --การจัดการ --วิจัย,นักศึกษา --การฝึกอบรม --วิจัย,สิ่งแวดล้อมศึกษา --วิจัย,มหาวิทยาลัยมหาสารคาม,2564,pdf,https://khoon.msu.ac.th/_dir/fulltext/2025/09/Prayoon_Wongchantra64.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัยงบประมาณเงินรายได้ ประจำปีงบประมาณ 2564 มหาวิทยาลัยมหาสารคาม,,,,
2,ผลการพัฒนากิจกรรมโรงเรียนรักษ์สิ่งแวดล้อมโดยใช้การทำงานเป็นทีมเป็นฐานการเรียนรู้สำหรับโรงเรียนสังกัดเทศบาลเมืองร้อยเอ็ด,"The Effects of environmental conservation school activities development using team work based learning (TWBL) for students of Mueng Roi-Et municipality schools, Thailand",,ประยูร วงศ์จันทรา,จักรกฤษณ์ ถินคำเชิด,วุฒิศักดิ์ บุญแน่น,,,,,,,สิ่งแวดล้อมในโรงเรียน --วิจัย,สิ่งแวดล้อมศึกษา --กิจกรรมการเรียนการสอน --วิจัย,สิ่งแวดล้อมศึกษา --วิจัย,,,มหาวิทยาลัยมหาสารคาม,2564,pdf,https://khoon.msu.ac.th/_dir/fulltext/2025/09/Prayoon_Wongchantra2564.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัย งบประมาณเงินรายได้ ประจำปีงบประมาณ 2564 มหาวิทยาลัยมหาสารคาม,,,,
2,การพัฒนาหลักสูตรที่ส่งเสริมความเป็นประชาธิปไตยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ 4,Developing curriculum to promote democracy for mathayomsuksa 4 students,,ประสาท เนืองเฉลิม,ฐิติวรดา พลเยี่ยม,,,,,,,,การวางแผนหลักสูตร --วิจัย,การศึกษา --หลักสูตร --วิจัย,,,,มหาวิทยาลัยมหาสารคาม,2560,pdf,https://khoon.msu.ac.th/_dir/fulltext/2026/05/Prasart_Nuangchalerm60.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัย งบประมาณเงินรายได้ ประจำปีงบประมาณ 2560 มหาวิทยาลัยมหาสารคาม,,,,
2,การศึกษาการแจกแจงความน่าจะเป็นสำหรับข้อมูลกรอบความคิด (Mindset data) ของนิสิตในมหาวิทยาลัยมหาสารคาม,The Study of probability distributions for the students' Mindset data in Mahasarakham University,,ประเสริฐ เรือนนะการ,,,,,,,,,ทัศนคติ --วิจัย,นักศึกษา --ทัศนคติ --วิจัย,มหาวิทยาลัยมหาสารคาม --นักศึกษา --วิจัย,,,มหาวิทยาลัยมหาสารคาม,2566,pdf,https://khoon.msu.ac.th/_dir/fulltext/2025/05/prasert.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนทุนวิจัยทุนอุดหนุนและส่งเสริมการวิจัยของอาจารย์/บุคลากรคณะศึกษาาศาสตร์,,,,
2,ปัจจัยเสี่ยงเมตาบอลิกสำหรับทำนายการเกิดโรคหัวใจและหลอดเลือดในผู้สูงอายุ,,,ปราโมทย์ ทองกระจาย,อริณรดา ลาดลา,,,,,,,,โรคหัวใจและหลอดเลือดในวัยสูงอายุ --วิจัย,ผู้สูงอายุ --โรค --วิจัย,เมทาบอลิกซินโดรม --วิจัย,ระบบหัวใจและหลอดเลือด --โรค --วิจัย,,มหาวิทยาลัยมหาสารคาม,2560,pdf,https://khoon.msu.ac.th/_dir/fulltext/2026/05/Pramote_Tongkrajai60.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัย งบประมาณเงินรายได้ ประจำปีงบประมาณ 2560 มหาวิทยาลัยมหาสารคาม,,,,
2,ศึกษาความเป็นพิษเฉียบพลันของสารสกัดที่มีส่วนผสมของเหงือกปลาหมอ ทองพันชั่ง หัวร้อยรู ข้าวเย็นเหนือ และข้าวเย็นใต้ในหนูที่ถูกเหนี่ยวนำให้เป็นเบาหวาน,,,ปราโมทย์ ทองกระจาย,อนิรุตติ์ นามวงศ์,,,,,,,,พืชสมุนไพร --การใช้รักษา --วิจัย,สารสกัดจากพืช --พิษ --วิจัย,อนุมูลอิสระ --วิจัย,,,มหาวิทยาลัยมหาสารคาม,2563,pdf,https://khoon.msu.ac.th/_dir/fulltext/2026/05/Pramote_Tongkrajai63.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัย งบประมาณรายได้ ประจำปีงบประมาณ 2563 มหาวิทยาลัยมหาสารคาม,,,,
2,ประสิทธิผลของการปฏิบัติสมาธิ SKT ต่อระดับฮีโมโกลบินเอวันซีในผู้ป่วยโรคเบาหวานชนิดที่ 2,,,ปราโมทย์ ทองกระจาย,ศรีบุษย์ ศรีไชยจรูญพง,,,,,,,,การรักษาด้วยธรรมชาติ --วิจัย,สมาธิ --การใช้รักษา --วิจัย,,,,มหาวิทยาลัยมหาสารคาม,2561,pdf,https://khoon.msu.ac.th/_dir/fulltext/2026/05/Pramote_Tongkrajai.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัยงบประมาณรายได้ ประจำปีงบประมาณ 2560 มหาวิทยาลัยมหาสารคาม,,,,
2,แนวทางการสร้างแรงจูงใจในการพัฒนางานวิจัยของบุคลากรสายสนับสนุน สำนักศึกษาทั่วไป มหาวิทยาลัยมหาสารคาม,,,ปริญญ์ งามสุทธิ,,,,,,,,,การจูงใจ (จิตวิทยา) --วิจัย,บุคลากรทางการศึกษา --วิจัย,มหาวิทยาลัยมหาสารคาม --สำนักศึกษาทั่วไป --บุคลากร --วิจัย,,,มหาวิทยาลัยมหาสารคาม,2563,pdf,https://khoon.msu.ac.th/_dir/fulltext/2025/08/Parin_Nanmsutdi63.pdf,tha,มหาวิทยาลัยมหาสารคาม,,,,,
2,การพัฒนากระบวนการย่อยด้วยคลื่นความถี่สูงสำหรับการวิเคราะห์โลหะหนักบางชนิดในสาหร่ายทะเลกินได้,Development of ultrasound-assisted digestion procedure for analysis of some heavy metals in edible seaweeds,,ปริตา มาโยธา,วัสกา ศิริอังคาวุธ,,,,,,,,แคดเมียม --การวิเคราะห์ --วิจัย,ตะกั่ว --การวิเคราะห์ --วิจัย,สาหร่ายทะเล --ปริมาณโลหะหนัก --วิจัย,,,มหาวิทยาลัยมหาสารคาม,2564,pdf,https://khoon.msu.ac.th/_dir/fulltext/2025/07/parita_mayotha64.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัยงบประมาณรายได้ ประจำปีงบประมาณ 2564 มหาวิทยาลัยมหาสารคาม,,,,
2,การพัฒนาบุคลากรตามความคิดเห็นของบุคลากรสังกัดมหาวิทยาลัยมหาสารคาม,,,ปวีณา รินไธสง,,,,,,,,,การบริหารงานบุคคล --ไทย --มหาสารคาม --วิจัย,การบริหารงานบุคคลในสถาบันอุดมศึกษา --วิจัย,มหาวิทยาลัยมหาสารคาม --การพัฒนาบุคลากร --วิจัย,,,มหาวิทยาลัยมหาสารคาม,2561,pdf,https://khoon.msu.ac.th/_dir/fulltext/2026/04/Paweena_Rinthaisong61.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัยงบประมาณเงินรายได้ ประจำปีงบประมาณ 2560 มหาวิทยาลัยมหาสารคาม,,,,
2,การสังเคราะห์และการศึกษาลักษณะเฉพาะของ ZnO แบบทรงกลมกลวงเจือด้วย Fe3+ เพื่อการประยุกต์ใช้ในปฏิกิริยาโฟโตคะตะไลซิส,Synthesis and characterization of Fe3+ doped ZnO hollow spheres for photocatalytic application,,ปวีณา เหลากูล,วิชุดา หล้าโฉม,,,,,,,,การเร่งปฏิกิริยาด้วยแสง --การวิเคราะห์ --วิจัย,ตัวเร่งปฏิกิริยา --วิจัย,สังกะสีออกไซด์ --การสังเคราะห์ --วิจัย,,,มหาวิทยาลัยมหาสารคาม,2562,pdf,https://khoon.msu.ac.th/_dir/fulltext/2025/08/paveena_laokut.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัยงบประมาณรายได้ประจำปีงบประมาณ 2562 มหาวิทยาลัยมหาสารคาม,,,,
2,ผลงานเชิงวิเคราะห์ความคาดหวังและความพึงพอใจของคณาจารย์ที่มีต่อการให้บริการสื่อโสตทัศนูปกรณ์ คณะวิศวกรรมศาสตร์ มหาวิทยาลัยมหาสารคาม,,,ปัญญา จีระฉัตร,,,,,,,,,ความคาดหวัง --วิจัย,ความพอใจของผู้ใช้บริการ --วิจัย,บริการโสตทัศนวัสดุ --ความพอใจของผู้ใช้บริการ --วิจัย,มหาวิทยาลัยมหาสารคาม --คณะวิศวกรรมศาสตร์ --อาจารย์ --วิจัย,,มหาวิทยาลัยมหาสารคาม,2568,pdf,https://khoon.msu.ac.th/_dir/fulltext/2025/11/Panya_Jirachat68.pdf,tha,มหาวิทยาลัยมหาสารคาม,,,,,
5,คู่มือปฏิบัติงานระบบบริหารจัดการภาระงานนักวิชาการโสตทัศนศึกษาแบบดิจิทัล,Digital workload management system DWMS,,ปัญญา จีระฉัตร,,,,,,,,,โสตทัศนศึกษา --คู่มือ,โสตทัศนศึกษา --เครื่องมือและอุปกรณ์ --คู่มือ,มหาวิทยาลัยมหาสารคาม --คณะวิศวกรรมศาสตร์ --คู่มือ,,,คณะวิศวกรรมศาสตร์ มหาวิทยาลัยมหาสารคาม,2569,pdf,https://khoon.msu.ac.th/_dir/fulltext/2026/01/panya69.pdf,tha,มหาวิทยาลัยมหาสารคาม,,,,,
5,คู่มือการปฏิบัติงานการให้บริการสื่อการเรียนการสอนโสตทัศนูปกรณ์ คณะวิศวกรรมศาสตร์ มหาวิทยาลัยมหาสารคาม,,,ปัญญา จีระฉัตร,,,,,,,,,เทคโนโลยีทางการศึกษา --คู่มือ,บริการโสตทัศนวัสดุ --คู่มือ,สื่อการสอน --คู่มือ,โสตทัศนูปกรณ์ --คู่มือ,มหาวิทยาลัยมหาสารคาม --คณะวิศวกรรมศาสตร์  --คู่มือ,มหาวิทยาลัยมหาสารคาม,2567,pdf,https://khoon.msu.ac.th/_dir/fulltext/2025/10/Panya_Jirachat67.pdf,tha,มหาวิทยาลัยมหาสารคาม,,,,,
2,การดูดซับสีเมทิลีนบลูจากสารละลายโดยใช้ถ่านกัมมันต์เชิงแม่เหล็ก,Adsorption of methylene blue dye from aqueous using magnetic activated carbon,,ปานใจ สื่อประเสริฐสิทธิ์,ธัญญารัตน์ แก้วพิทูลย์,ราตรี ฝาชัยภูมิ,,,,,,,การดูดซับ --วิจัย,คาร์บอนกัมมันต์ --วิจัย,เมทิลีนบลู --การดูดซึมและการดูดซับ --วิจัย,สารละลาย (เคมี) --วิจัย,,มหาวิทยาลัยมหาสารคาม,2563,pdf,https://khoon.msu.ac.th/_dir/fulltext/2026/07/Parnjai_Seuprasertsith63.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัย ประจำปีงบประมาณ 2563 มหาวิทยาลัยมหาสารคาม,,,,
2,การศึกษาการใช้บริการศูนย์การเรียนรู้ Digital Learning Park สำนักวิทยบริการ มหาวิทยาลัยมหาสารคาม,,,ปาริชาติ รัตนปกรณ์,,,,,,,,,โสตทัศนวัสดุ --ไทย --มหาสารคาม --วิจัย,ห้องสมุดและบริการของห้องสมุด --ไทย --มหาสารคาม --วิจัย,ห้องสมุดสถาบันอุดมศึกษา --ไทย --มหาสารคาม --วิจัย,มหาวิทยาลัยมหาสารคาม --สำนักวิทยบริการ --วิจัย,ศูนย์การเรียนรู้ Digital Learning Park --วิจัย,มหาวิทยาลัยมหาสารคาม,2563,pdf,http://khoon.msu.ac.th/_dir/fulltext/2021/09/parichat_2563.pdf,tha,มหาวิทยาลัยมหาสารคาม,,,,,
2,ระบบตรวจสอบครุภัณฑ์ออนไลน์ด้วยเทคโนโลยีคิวอาร์โค้ด,Asset online monitoring system by using QR code technology,,ปิยะพงษ์ มูลศรีแก้ว,พีชณัฐ ชาติเสริมศักดิ์,สุกัญญา สิตวัน,,,,,,,ระบบการจัดเก็บและค้นคืนสารสนเทศ --ครุภัณฑ์และอุปกรณ์ --วิจัย,การตรวจสอบการจัดการ --ครุภัณฑ์และอุปกรณ์ --วิจัย,คิวอาร์โคด --วิจัย,นวัตกรรมทางเทคโนโลยี --ครุภัณฑ์และอุปกรณ์ --วิจัย,มหาวิทยาลัยมหาสารคาม --ครุภัณฑ์และอุปกรณ์ --วิจัย,มหาวิทยาลัยมหาสารคาม,2560,pdf,https://khoon.msu.ac.th/_dir/fulltext/2025/08/Piyapong_Munsrikaew60.pdf,tha,มหาวิทยาลัยมหาสารคาม,ได้รับการสนับสนุนการวิจัย งบประมาณเงินรายได้ ประจำปีงบประมาณ 2560 มหาวิทยาลัยมหาสารคาม,,,,
